19910101
0.375,-3.962
0.954,-20.616
2.573,-0.191
1.453,-2.250
-2.728,-8.371
-0.657,-6.860
0.899,-5.375
1.172,-6.366
1.262,-4.180
1.825,-1.910
2.764,0.798
1.291,-1.981
-2.326,-4.644
-0.146,-6.255
0.144,-6.612
-2.396,-11.064
-0.547,-13.945
0.209,-8.531
0.295,-20.760
-1.319,-24.406
-1.998,-25.852
-1.347,-13.184
-0.718,-22.936
-2.874,-22.051
1.067,-9.466
0.268,-17.979
-2.180,-14.546
-2.915,-22.436
-0.257,-22.601
-2.885,-23.359
-3.061,-20.912
-1.915,-11.621
-1.645,-21.763
-2.381,-21.956
-6.325,-21.244
-11.702,-20.980
-11.842,-22.412
-7.887,-24.147
-0.703,-9.345
-3.172,-9.849
0.198,-8.866
-7.939,-29.350
-8.668,-27.526
-9.905,-13.782
-8.955,-17.043
-7.199,-13.495
-4.632,-8.294
-0.500,-22.633
0.204,-9.305
0.320,-5.779
0.454,-4.482
1.607,-4.094
0.194,-15.995
1.682,-10.062
3.929,-10.653
5.448,0.110
2.964,-3.130
3.053,-7.662
1.949,-2.691
1.878,-3.452
2.448,-3.232
2.569,-3.879
1.803,-2.018
2.677,-1.166
2.616,0.070
3.976,1.089
5.939,1.479
7.616,-0.235
2.396,0.244
6.513,-5.578
5.341,-4.115
7.588,-10.422
6.907,-3.736
7.073,-2.013
7.880,-0.390
9.090,-2.395
3.759,1.314
7.172,1.888
5.635,0.120
9.138,2.009
7.831,1.299
5.555,0.287
9.374,2.481
9.597,1.724
4.869,-0.091
0.654,-4.555
-3.425,-14.418
-5.308,-8.439
-0.866,-16.224
1.062,-18.592
4.722,-5.396
11.500,-8.928
9.996,1.678
6.619,0.750
6.057,-2.410
1.326,-7.042
5.300,-5.415
3.605,-5.141
4.554,0.436
11.316,-3.897
5.573,-14.378
9.390,-2.070
7.578,-0.126
7.089,-1.965
6.092,-13.452
4.458,-2.457
1.067,-8.585
-4.644,-8.300
-3.249,-23.673
-1.260,-11.901
-2.813,-26.475
0.214,-26.147
-2.390,-9.480
-1.153,-5.502
1.362,-5.850
3.221,-4.739
5.487,-4.724
6.539,-13.666
2.677,-2.321
10.960,-6.414
7.575,-0.395
2.501,-0.003
0.039,-2.650
-0.774,-4.167
1.085,-2.835
0.722,-14.726
1.337,-16.134
5.719,-0.152
9.729,-0.366
13.522,-0.651
2.868,-1.849
1.498,0.545
2.901,-9.458
4.335,-7.831
2.917,-1.220
-0.638,-2.794
-0.653,-3.997
0.070,-2.067
0.433,-2.089
3.763,-0.202
8.633,-1.893
10.718,3.872
8.238,0.393
0.079,-1.736
1.231,-3.047
1.529,0.168
3.518,-11.129
4.642,-18.879
3.978,0.208
14.138,-4.054
17.537,-7.491
6.873,0.035
11.717,0.899
10.277,1.428
5.003,0.992
6.739,0.399
5.432,0.985
7.350,-2.720
6.123,0.136
14.140,2.440
9.484,4.546
8.255,-2.040
5.494,-5.212
13.221,1.857
10.983,5.366
17.506,0.714
21.221,8.737
10.422,1.735
8.005,0.157
8.200,-4.195
12.802,-1.248
15.959,4.797
20.958,7.234
18.174,7.233
12.432,2.230
18.841,4.364
31.268,10.201
13.111,2.457
8.415,-4.930
6.874,2.419
12.299,1.322
17.077,-5.902
20.170,4.543
19.881,9.320
19.852,10.618
20.965,9.413
22.169,9.569
23.891,10.475
18.811,7.056
15.820,6.160
21.347,4.806
23.475,9.788
23.310,3.992
18.428,7.452
12.608,7.280
17.241,4.157
20.568,4.240
15.866,3.827
17.654,8.709
21.027,9.270
13.421,3.809
13.129,2.436
16.170,8.744
21.704,8.596
18.326,11.264
10.703,1.459
8.081,4.023
8.106,4.094
10.576,4.702
18.185,7.686
24.230,8.221
17.584,10.019
9.512,3.043
10.050,7.430
10.760,8.891
15.605,5.569
17.435,4.290
22.309,7.485
25.617,9.506
26.113,13.306
20.194,13.178
16.948,11.026
23.314,7.656
17.828,6.178
20.977,5.848
20.932,4.920
17.897,4.106
20.148,5.455
20.719,6.397
15.337,5.449
14.803,-0.542
14.000,-6.702
17.771,4.446
22.338,7.743
17.486,10.383
21.062,8.858
19.006,5.087
20.120,3.548
14.789,3.647
15.857,1.788
13.614,-1.576
16.159,-1.169
18.422,5.524
20.517,6.319
18.860,4.584
19.140,7.594
19.970,5.109
18.782,4.919
17.392,6.598
10.040,3.862
13.414,4.489
17.051,3.550
20.241,3.887
19.052,6.919
16.851,7.043
17.204,7.339
18.833,6.044
13.989,4.020
16.580,3.280
15.111,7.368
15.824,2.840
20.843,2.177
17.289,2.671
19.302,5.598
20.248,8.099
9.906,2.882
19.826,2.828
21.078,7.896
