19910101
0.339,-4.719
0.971,-12.968
2.739,-0.327
1.652,-2.670
-3.506,-8.104
-1.309,-6.108
0.899,-5.375
0.926,-6.092
1.540,-4.100
2.405,-1.852
3.495,0.882
1.155,-2.381
-2.682,-4.944
-0.474,-6.312
0.138,-6.342
-1.696,-10.918
-0.850,-11.506
0.147,-8.758
0.299,-15.262
-1.291,-24.572
-2.330,-22.357
-1.501,-11.043
-0.851,-21.134
-2.831,-21.762
1.014,-7.957
0.220,-18.434
-2.173,-16.540
-2.641,-20.136
-0.344,-21.585
-2.750,-20.426
-3.199,-19.746
-2.007,-11.191
-2.434,-20.241
-2.711,-19.798
-6.380,-17.144
-11.745,-18.251
-12.280,-20.455
-7.776,-22.306
-0.976,-9.021
-3.119,-10.311
-0.110,-10.116
-8.358,-27.307
-9.133,-24.615
-10.149,-14.325
-9.343,-17.009
-6.767,-13.791
-4.978,-8.619
-0.276,-19.211
0.190,-9.426
0.255,-4.473
0.427,-4.706
1.615,-4.418
-0.413,-16.863
1.796,-8.031
3.866,-9.756
5.742,0.065
3.132,-2.152
3.756,-5.629
2.484,-2.773
2.554,-3.612
2.825,-3.316
2.016,-2.319
2.401,-2.061
3.700,-1.088
3.358,0.070
3.908,1.079
5.982,1.557
7.067,0.799
2.017,-0.180
6.412,-2.840
5.502,-3.508
7.131,-11.631
6.298,-2.309
9.019,-4.056
8.208,-1.670
8.149,-2.804
2.899,0.530
5.719,1.323
5.149,0.603
8.407,1.448
6.980,0.459
4.270,-0.379
8.040,1.965
8.341,1.178
3.761,-1.123
0.021,-4.407
-3.663,-9.461
-5.376,-8.349
-0.987,-16.238
0.766,-18.027
4.548,-5.646
9.240,-6.667
10.015,1.395
6.213,0.524
4.660,-2.424
1.036,-6.362
4.863,-5.045
3.109,-3.028
4.185,0.079
11.512,-4.028
5.560,-8.932
11.207,-2.267
7.166,-0.198
6.684,-2.431
6.811,-14.343
4.697,-2.623
0.692,-8.419
-4.793,-8.345
-3.288,-20.374
-1.514,-12.207
-2.930,-23.739
0.066,-22.276
-2.543,-12.279
-1.504,-5.402
1.080,-5.959
3.180,-4.479
5.476,-4.904
6.030,-13.940
2.163,-1.627
7.398,-3.789
7.007,-0.430
2.090,-0.557
-0.260,-2.795
-1.285,-4.430
0.492,-3.287
0.322,-13.214
0.753,-14.261
5.258,-0.502
7.796,0.357
12.173,-1.132
3.015,-4.687
1.639,0.520
3.444,-6.566
5.988,-2.576
3.157,-1.345
-1.246,-2.772
-0.620,-4.092
0.007,-2.127
0.525,-2.134
2.463,-0.710
8.702,-1.572
11.085,4.364
8.023,0.173
0.003,-1.793
0.461,-3.039
0.742,-0.084
1.512,-13.685
3.403,-18.512
4.353,-1.042
11.589,-0.269
13.626,-3.583
8.465,-0.188
12.738,1.241
8.896,1.895
4.697,1.256
2.283,0.249
2.182,0.601
6.291,-0.822
5.721,0.341
14.526,3.668
9.818,6.606
6.348,-1.886
3.044,-4.194
13.041,2.405
10.549,3.364
21.216,1.748
18.717,7.138
9.472,0.701
7.172,-0.247
8.218,-6.797
12.203,-3.177
16.037,5.025
20.019,6.876
23.311,7.188
12.075,1.455
15.118,2.188
27.116,8.181
11.802,1.943
9.867,-0.554
7.062,2.403
13.220,0.395
17.450,-3.768
20.115,5.805
19.467,9.230
20.089,10.788
20.988,9.484
22.347,9.124
24.213,10.460
17.886,6.848
15.693,5.764
20.997,5.069
23.255,8.888
24.573,4.910
17.874,4.175
12.491,7.591
17.407,6.153
20.082,4.350
15.698,4.100
17.608,8.484
21.193,9.702
12.425,2.527
11.470,1.276
13.068,4.024
24.109,4.362
17.976,10.735
10.239,3.553
6.748,2.002
6.425,2.178
11.078,4.593
19.310,6.798
22.673,6.511
16.110,9.593
9.060,3.008
9.878,5.859
10.738,7.405
13.940,4.777
16.739,2.929
21.888,6.623
25.617,8.342
25.316,13.031
19.954,12.858
16.490,10.582
22.862,6.984
17.586,6.675
21.159,6.356
20.976,4.914
18.087,4.432
20.174,5.595
20.669,6.316
16.242,6.091
14.835,-0.458
14.794,-4.857
17.765,3.847
22.205,7.233
16.953,10.348
22.297,9.938
19.142,4.710
20.074,4.736
