,MSE,RMSE,NSE,R2,MAE
Train_metrics,4.589169538572788,2.1422347066959744,0.9453558921813965,0.9465720057487488,1.3126859301772116
Valid_metrics,6.50587271601776,2.5506612311355186,0.922583319246769,0.9273770451545715,1.8358311053833676
Test_metrics,9.810472629494862,3.132167401256654,0.8834924399852753,0.8853148221969604,1.967201713666524
